id,(Intercept),SeasonFall,SeasonSpring
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Myroides,7.803294100562393,-3.1276431527549176,-6.217005570016559
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomonas,-9.784873407184918,4.323659073500548,2.076307437653728
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Erwiniaceae;__,-6.653075359159458,2.26899284390062,0.7112973753884123
d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus,-0.568689785646246,-1.0862557193510654,2.0650782963263237
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas,0.32349915704040366,3.9924075989609733,-0.5890860526678574
d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus,20.242078716872808,-2.41331512837862,2.0327549274433308
d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;__;__,-10.366977947638835,8.428676457735303,2.493100601387358
d__Bacteria;__;__;__;__;__,-7.712755760314957,3.2118598686328084,0.019265097971574722
d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Leuconostocaceae;g__Weissella,-3.84976314007048,7.254348127262687,3.409019084796679
d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Erysipelothrix,6.011622670673037,-2.3105774663534944,-5.772525846462074
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Acinetobacter,20.5859034140672,-0.7015430315022324,-4.868477604086515
d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Planococcaceae;__,11.731771148661261,-1.417015134087035,-3.900578710377556
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;__,6.893643396165659,-1.5463309225508375,7.093233885164547
d__Bacteria;p__Firmicutes;c__Clostridia;o__Peptostreptococcales-Tissierellales;f__Peptostreptococcales-Tissierellales;__,1.9294081192657095,-4.596944823287879,-7.0365722336267345
d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Micrococcales;f__Micrococcaceae;__,-18.30234370844185,11.29232840412955,4.306024844303946
d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Planococcaceae;g__Kurthia,0.06573135238258726,7.433540545546289,7.671386343299743
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Weeksellaceae;g__uncultured,-6.663244345150535,3.5907306834196047,-0.15649852109344048
d__Bacteria;p__Firmicutes;c__Clostridia;o__Peptostreptococcales-Tissierellales;f__Peptostreptococcales-Tissierellales;g__Tissierella,2.4988893568638653,-0.4350936071473321,-6.378111515094773
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Methylobacterium-Methylorubrum,-14.06313860962775,5.302964875909435,0.7522852808274402
d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus,2.9760241823239726,-5.895787705263554,-5.907636906213688
